text,type
"Drug: {'drug_id': 'drug_001263', 'drug_name': 'Ezetimibe Simvastatin', 'uses': '[]', 'side_effects': '[""hives ; difficult breathing; swelling of your face, lips, tongue, or throat. ezetimibe and simvastatin may cause serious side effects. Stop using ezetimibe and simvastatin and call your doctor at once if you have: unexplained muscle pain, tenderness, or weakness; muscle weakness in your hips, shoulders, neck, and back; trouble lifting your arms, trouble climbing or standing; fever, unusual tiredness; upper stomach pain, loss of appetite; dark colored urine; or jaundice (yellowing of the skin or eyes). Common side effects of ezetimibe and simvastatin may include: headache ; muscle pain; abnormal liver function tests; diarrhea ; or cold symptoms such as stuffy nose, sneezing, sore throat .""]', 'warnings': '[""Pregnancy category: X"", ""Avoid concurrent alcohol use.""]', 'rx_otc_status': 'Rx', 'generic_name': 'ezetimibe and simvastatin', 'therapeutic_class': nan, 'action_class': nan, 'habit_forming': nan, 'source_count': 1}",drug
"Drug: {'drug_id': 'drug_001264', 'drug_name': 'Fabior', 'uses': '[]', 'side_effects': '[""hives ; difficult breathing; swelling of your face, lips, tongue, or throat. Stop using Fabior and call your doctor at once if you have: severe skin irritation (pain, dryness, flaking, peeling, burning, stinging, itching) after applying the medicine; blistering or peeling skin ; severe redness or discomfort; or swelling, warmth, oozing, or other signs of skin infection . Common Fabior side effects may include: dry, scaly, or peeling skin; skin pain, redness or burning; or itching or other irritation of treated skin.""]', 'warnings': '[""Pregnancy category: X""]', 'rx_otc_status': 'Rx', 'generic_name': 'tazarotene topical', 'therapeutic_class': nan, 'action_class': nan, 'habit_forming': nan, 'source_count': 1}",drug
"Drug: {'drug_id': 'drug_001265', 'drug_name': 'Factive', 'uses': '[]', 'side_effects': '[""low blood sugar--headache, hunger, sweating, irritability, dizziness , nausea , fast heart rate , or feeling anxious or shaky; nerve symptoms in your hands, arms, legs, or feet--numbness, weakness, tingling, burning pain; serious mood or behavior changes-- nervousness , confusion, agitation, paranoia, hallucinations, memory problems, trouble concentrating, thoughts of suicide; or signs of tendon rupture--sudden pain, swelling, bruising, tenderness, stiffness, movement problems, or a snapping or popping sound in any of your joints (rest the joint until you receive medical care or instructions). In rare cases, Factive may cause damage to your aorta, the main blood artery of the body. This could lead to dangerous bleeding or death. Get emergency medical help if you have severe and constant pain in your chest, stomach, or back. Also, stop using Factive and call your doctor at once if you have: severe stomach pain, diarrhea that is watery or bloody; fast or pounding heartbeats, fluttering in your chest, shortness of breath, and sudden dizziness (like you might pass out); the first sign of any skin rash, no matter how mild; muscle weakness, breathing problems; jaundice (yellowing of the skin or eyes); a seizure (convulsions); or increased pressure inside the skull--severe headaches, ringing in your ears, vision problems, pain behind your eyes. Common side effects of Factive may include: nausea, vomiting , stomach pain, diarrhea; headache; dizziness; or rash.""]', 'warnings': '[""Pregnancy category: C""]', 'rx_otc_status': 'Rx', 'generic_name': 'gemifloxacin', 'therapeutic_class': nan, 'action_class': nan, 'habit_forming': nan, 'source_count': 1}",drug
"Drug: {'drug_id': 'drug_001266', 'drug_name': 'Famotidine', 'uses': '[]', 'side_effects': '[""hives ; difficult breathing; swelling of your face, lips, tongue, or throat. Stop using this medicine and call your doctor at once if you have: confusion, hallucinations, agitation , lack of energy; a seizure; fast or pounding heartbeats, sudden dizziness (like you might pass out); or unexplained muscle pain, tenderness, or weakness especially if you also have fever, unusual tiredness, and dark colored urine. Some side effects may be more likely in older adults and in people who have severe kidney disease. Common famotidine side effects may include: headache ; dizziness; or constipation or diarrhea .""]', 'warnings': '[""Pregnancy category: B""]', 'rx_otc_status': 'Rx/OTC', 'generic_name': 'famotidine', 'therapeutic_class': nan, 'action_class': nan, 'habit_forming': nan, 'source_count': 1}",drug
"Drug: {'drug_id': 'drug_001267', 'drug_name': 'Famotidine Ibuprofen', 'uses': '[]', 'side_effects': '[""chest pain spreading to your jaw or shoulder, sudden numbness or weakness on one side of the body, slurred speech, leg swelling, feeling short of breath. Ibuprofen may cause serious side effects. Stop using ibuprofen and call your doctor at once if you have: changes in your vision; the first sign of any skin rash, no matter how mild; fever, headache , neck stiffness, increased sensitivity to light, nausea, vomiting, confusion, drowsiness; severe headache, blurred vision, pounding in your neck or ears; little or no urination; swelling, rapid weight gain; liver problems--loss of appetite, stomach pain (upper right side), tiredness, itching, dark urine, clay-colored stools, jaundice (yellowing of the skin or eyes); low red blood cells (anemia)--pale skin, unusual tiredness, feeling light-headed or short of breath, cold hands and feet; or signs of stomach bleeding--bloody or tarry stools, coughing up blood or vomit that looks like coffee grounds. Some side effects may be more likely in older adults and in people who have severe kidney disease. Common side effects of famotidine and ibuprofen may include: nausea, stomach pain; diarrhea , constipation ; or headache.""]', 'warnings': '[""Pregnancy category: C"", ""Avoid concurrent alcohol use.""]', 'rx_otc_status': 'Rx', 'generic_name': 'famotidine and ibuprofen', 'therapeutic_class': nan, 'action_class': nan, 'habit_forming': nan, 'source_count': 1}",drug
"Drug: {'drug_id': 'drug_001268', 'drug_name': 'Fanapt', 'uses': '[]', 'side_effects': '[""hives ; difficult breathing; swelling of your face, lips, tongue, or throat. High doses or long-term use of Fanapt can cause a serious movement disorder that may not be reversible. The longer you use iloperidone, the more likely you are to develop this disorder, especially if you are an older adult. To make sure this medicine is safe for you, tell your doctor if you have: fast or pounding heartbeats, fluttering in your chest; a light-headed feeling, like you might pass out; uncontrolled muscle movements in your face (chewing, lip smacking, frowning, tongue movement, blinking or eye movement); tremors, slow muscle movement, muscles pain or stiffness; confusion, agitation , thoughts of hurting yourself; loss of bladder control; penis erection that is painful or lasts 4 hours or longer; high blood sugar - increased thirst, increased urination, dry mouth, fruity breath odor; low white blood cell counts - fever, chills, sore throat , mouth sores, skin sores, cough, trouble breathing; or severe nervous system reaction - very stiff (rigid) muscles, high fever, sweating, confusion, fast or uneven heartbeats, tremors, feeling like you might pass out; Older adults may be more likely to have side effects from this medicine. Common Fanapt side effects may include: weight gain; dizziness, drowsiness, tired feeling; dry mouth, stuffy nose; or fast heart rate .""]', 'warnings': '[""Pregnancy category: C"", ""Avoid concurrent alcohol use.""]', 'rx_otc_status': 'Rx', 'generic_name': 'iloperidone', 'therapeutic_class': nan, 'action_class': nan, 'habit_forming': nan, 'source_count': 1}",drug
"Drug: {'drug_id': 'drug_001269', 'drug_name': 'Farxiga', 'uses': '[]', 'side_effects': '[""hives ; difficult breathing; swelling of your face, lips, tongue, or throat. Seek medical attention right away if you have signs of a genital infection (penis or vagina): burning, itching, odor, discharge, pain, tenderness, redness or swelling of the genital or rectal area, fever, not feeling well. These symptoms may get worse quickly. Call your doctor at once if you have: dehydration - dizziness , confusion, feeling very thirsty, less urination; kidney problems - little or no urination, swelling in your feet or ankles, feeling tired or short of breath; ketoacidosis (too much acid in the blood) - nausea , vomiting, stomach pain, confusion, unusual drowsiness, or trouble breathing; or signs of a bladder infection --pain or burning when you urinate, increased urination, blood in your urine, fever, pain in your pelvis or back. Some side effects may be more likely to occur in older adults. Common Farxiga side effects may include: genital yeast infection; urinating more than usual; or sore throat and runny or stuffy nose.""]', 'warnings': '[""Pregnancy category: C"", ""Avoid concurrent alcohol use.""]', 'rx_otc_status': 'Rx', 'generic_name': 'dapagliflozin', 'therapeutic_class': nan, 'action_class': nan, 'habit_forming': nan, 'source_count': 1}",drug
"Drug: {'drug_id': 'drug_001270', 'drug_name': 'Fasenra', 'uses': '[]', 'side_effects': '[""hives , rash; difficult breathing, feeling light-headed; swelling of your face, lips, tongue, or throat. Call your doctor at once if you have: new or worsening asthma symptoms. Common Fasenra side effects may include: sore throat ; or headache .""]', 'warnings': '[]', 'rx_otc_status': 'Rx', 'generic_name': 'benralizumab', 'therapeutic_class': nan, 'action_class': nan, 'habit_forming': nan, 'source_count': 1}",drug
"Drug: {'drug_id': 'drug_001271', 'drug_name': 'Fast Freeze', 'uses': '[]', 'side_effects': '[""hives ; difficult breathing; swelling of your face, lips, tongue, or throat. Fast Freeze may cause serious side effects. Stop using Fast Freeze and call your doctor at once if you have: severe burning, stinging, or irritation after using this medicine; or breathing problems after using this medicine on the chest or throat. Less serious side effects may be more likely, and you may have none at all.""]', 'warnings': '[""Pregnancy category: N""]', 'rx_otc_status': 'OTC', 'generic_name': 'camphor and menthol topical', 'therapeutic_class': nan, 'action_class': nan, 'habit_forming': nan, 'source_count': 1}",drug
"Drug: {'drug_id': 'drug_001272', 'drug_name': 'Fazaclo', 'uses': '[]', 'side_effects': '[""fever, flu-like symptoms, extreme weakness; mouth sores, skin sores; new or worsening cough, trouble breathing; pain or burning when you urinate; or vaginal itching or discharge. Further doses may be delayed until your infection clears up. High doses or long-term use of FazaClo can cause a serious movement disorder that may not be reversible. The longer you use clozapine, the more likely you are to develop this disorder, especially if you are a woman or an older adult. Clozapine can increase your risk of seizure, especially at high doses. Avoid any activity that could be dangerous if you have a seizure or lose consciousness. Call your doctor at once if you have: uncontrolled muscle movements in your face (chewing, lip smacking, frowning, tongue movement, blinking or eye movement); a seizure (blackout-out or convulsions); severe constipation; dry or hard bowel movements, or painful gas; nausea , vomiting , stomach pain or bloating ; heart problems - chest pain, fast or pounding heartbeats, fluttering in your chest, slow heartbeats, shortness of breath, and sudden dizziness (like you might pass out); liver problems - loss of appetite, stomach pain (upper right side), tiredness, itching, dark urine, clay-colored stools, jaundice (yellowing of the skin or eyes); severe nervous system reaction - very stiff (rigid) muscles, high fever, sweating, confusion, fast or uneven heartbeats, tremors, feeling like you might pass out; or signs of a blood clot in the lung - chest pain, sudden cough, wheezing, rapid breathing, coughing up blood . Untreated constipation may lead to serious bowel complications, hospitalization, or death. Tell your doctor right away if you are not having bowel movements at least 3 times per week. Common FazaClo side effects may include: weight gain; dizziness, tremor; fast heart rate ; headache , drowsiness; nausea, constipation; dry mouth, or increased salivation; vision problems; or fever, increased sweating.""]', 'warnings': '[""Pregnancy category: B"", ""Avoid concurrent alcohol use.""]', 'rx_otc_status': 'Rx', 'generic_name': 'clozapine', 'therapeutic_class': nan, 'action_class': nan, 'habit_forming': nan, 'source_count': 1}",drug
